ID,Region,Market,Sorghum_Yellow,Sorghum_White,Sorghum_Red,Sorghum,Rice_Imported,Month,Year,Longitude,Latitude
293,OROMIYA,Dembi-Dolo,-,5,5,-,18,September,2013,34.79748694,8.530219501
294,OROMIYA,Shambu,-,-,-,-,16.64,September,2013,37.09431432,9.569809208
295,OROMIYA,Nekemte,-,6.67,6.67,-,16,September,2013,36.54851971,9.09042469
296,OROMIYA,Bedele,-,6.83,5,-,17,September,2013,36.36017384,8.454821965
297,OROMIYA,Metu,-,9,-,-,17,September,2013,35.58726864,8.300606827
298,OROMIYA,Jimma,-,12.45,7,-,16,September,2013,36.84385226,7.672338798
299,OROMIYA,Agaro,8.24,7.65,7.65,-,16.33,September,2013,36.58627683,7.848002731
300,OROMIYA,Ambo,-,9.54,8.49,-,16,September,2013,37.8446066,8.976806527
301,OROMIYA,Weliso,-,11.49,8.24,-,15.33,September,2013,37.97073066,8.534178897
302,OROMIYA,Ejere,-,10.75,10.92,-,18.33,September,2013,39.262249,8.78288
303,OROMIYA,Fiche,11.02,11.21,10.68,17.37,16,September,2013,38.73344116,9.791083661
304,OROMIYA,Nazareth,9.32,9.32,6,-,16.33,September,2013,39.26667,8.55
305,OROMIYA,Shashe-mene ,-,-,8,-,16,September,2013,38.6,7.2
306,OROMIYA,Diksise,-,-,-,-,16,September,2013,39.55824,8.059179
307,OROMIYA,Asella,-,-,-,-,16,September,2013,39.12972322,7.949589951
308,OROMIYA,Asebe-Teferi,-,-,9.15,-,15.33,September,2013,40.86708,9.08569
309,OROMIYA,Bedessa,-,8.66,8.07,-,15.66,September,2013,40.77378712,8.902011546
310,OROMIYA,Alemaya,-,10.49,9.16,-,15,September,2013,42.0166666,9.3999984
311,OROMIYA,Boreda,8.83,8.66,8.83,-,16,September,2013,41.278686,9.331067
312,OROMIYA,Adaba,-,-,-,-,16.33,September,2013,39.3890878,7.004454253
313,OROMIYA,Robe,-,-,-,-,18,September,2013,39.631104,7.860619
314,OROMIYA,Hagere-Mariam,-,-,-,-,16.33,September,2013,38.23603,5.63418
315,OROMIYA,Negele-Borena,-,5.88,-,-,17,September,2013,39.583331,5.333332
316,OROMIYA,Oromiya Average,9.3,8.72,7.73,17.37,16.38,September,2013,NA,NA
317,SOMALIE,Shinile,-,8.75,7,-,14.66,September,2013,41.844013,9.686515
318,SOMALIE,Arere,-,8.83,7.16,9.65,14.16,September,2013,37.6,8.51667
319,SOMALIE,Jigjiga,-,7.59,7.17,-,16,September,2013,42.792342,9.367259
320,SOMALIE,Hartshek,-,6.86,-,-,14.49,September,2013,43.3499986,9.1499994
321,SOMALIE,Dolo,8.37,8.7,7.01,-,17.66,September,2013,42.059257,4.179211
322,SOMALIE,Moyale,-,-,6,-,16,September,2013,39.056,3.527
323,SOMALIE,Somali Average,8.37,8.11,6.85,9.65,15.45,September,2013,NA,NA
324,BENISHANGUL - GUMUZ              ,Mambook,-,7,-,-,18,September,2013,NA,NA
325,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,16.66,September,2013,NA,NA
326,BENISHANGUL - GUMUZ              ,Asossa,-,8.16,7.8,-,17,September,2013,34.53730603,10.05784932
327,BENISHANGUL - GUMUZ              ,Bambasi,-,7.94,7.66,-,18,September,2013,34.73046863,9.751504664
328,BENISHANGUL - GUMUZ              ,Kemashi,-,7.02,7.17,-,17.66,September,2013,35.85916991,9.515450626
329,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,8.02,8.63,-,-,September,2013,35.77048443,9.640776618
330,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,7.61,7.8,-,17.46,September,2013,NA,NA
331,SNNP,Welikite,10.16,-,7.03,-,15.66,September,2013,37.77266735,8.27732366
332,SNNP,Butajira,13.96,13.83,6.97,-,15,September,2013,38.42140499,8.173264069
333,SNNP,Hosahna,-,-,6,-,17,September,2013,37.84747123,7.538579317
334,SNNP,Shone,-,-,-,-,16,September,2013,37.94869425,7.134857075
335,SNNP,Doyugena,-,-,7.41,-,16,September,2013,37.78333,7.33333
336,SNNP,Alaba,-,-,5.5,-,16,September,2013,38.086143,7.311546
337,SNNP,Awasa,9.7,-,8.32,-,16,September,2013,38.474819,7.058624
338,SNNP,Hagere-Selam   ,-,-,-,-,16,September,2013,38.51921184,6.513880636
339,SNNP,Dilla,-,-,-,-,15.83,September,2013,38.30745962,6.410516676
340,SNNP,Yirega-chefie ,-,-,-,-,16,September,2013,38.1988827,6.16095383
341,SNNP,Welayita sodo,7,-,6.49,-,16,September,2013,37.749997,6.8999964
342,SNNP,Bodite,-,-,-,-,16,September,2013,37.89064905,7.038034865
343,SNNP,Jinka,-,10.71,7.82,-,18,September,2013,36.56441614,5.78310286
344,SNNP,Dimeka,-,5.46,-,-,20,September,2013,36.45041198,4.892522922
345,SNNP,Masha,-,9,-,-,18,September,2013,35.47956686,7.741652627
346,SNNP,Tepi,-,6.83,6,-,17.66,September,2013,35.36770327,7.320015599
347,SNNP,Boniga,-,6.5,4,-,18,September,2013,36.24008346,7.388535704
348,SNNP,Chana,-,7,7,-,18,September,2013,36.11775846,6.226550231
349,SNNP,Arbam-minch,11.66,6.83,6.32,-,16.33,September,2013,37.5527474,6.024547891
350,SNNP,Sawla,4.84,-,-,-,16.33,September,2013,36.87437474,6.300226567
351,SNNP,Shewa-Bench,-,5,5,-,20,September,2013,35.166666,6.916663
352,SNNP,Mizan-Teferi ,-,6,6,-,17.66,September,2013,35.41120174,6.883477024
353,SNNP,Deri,-,-,7.69,-,-,September,2013,36.28577951,7.384839762
354,SNNP,Amaro-Kele ,-,-,7.15,-,16,September,2013,38.03333333,6.083333333
355,SNNP,Soyama,4.48,4.44,3.41,-,18.64,September,2013,37.88333333,5.7
356,SNNP,Karate,-,6.31,-,-,19.31,September,2013,37.48333333,5.25
357,SNNP,Gidola,-,4.95,5.52,-,17.66,September,2013,37.34772952,5.647078098
358,SNNP,Tercha,-,5.22,4.21,-,16.66,September,2013,37.175334,7.146295
359,SNNP,Besite-chere,-,-,8.29,-,17.66,September,2013,NA,NA
360,SNNP,Lasoka,-,5.21,4.11,-,20,September,2013,36.60777815,6.30774507
361,SNNP,Amaya,-,-,5.54,-,16.98,September,2013,36.68000727,7.105541206
362,SNNP,SNNPR AVERAGE,8.17,6.55,6,-,17.09,September,2013,NA,NA
363,GAMBELLA,Gambella,-,6,6,-,18,September,2013,34.58547076,8.249396585
364,GAMBELLA,Shebo-Kire,-,-,-,-,20,September,2013,NA,NA
365,GAMBELLA,Meti,-,10.61,8.65,-,15,September,2013,35.31666667,7.233333333
366,GAMBELLA,GAMBELLA-AVERAGE,-,7.98,7.2,-,17.54,September,2013,NA,NA
367,GAMBELLA,HARARI TOWN,8,10.99,8.22,-,15.83,September,2013,42.11815,9.31387
368,DIREDAWA,Dire Dawa,-,12,10,13,15,September,2013,41.86611,9.59306
369,DIREDAWA,Melka-Jebdu,-,12,9.5,13,15,September,2013,41.78365,9.61833
370,DIREDAWA,Dire Dawa Average,12,12.11,9.84,13,15,September,2013,NA,NA
371,DIREDAWA,Country level Average,10.47,9.06,7.57,12.51,16.73,September,2013,NA,NA
372,ADDIS   ABABA ,Merkato,12.32,10,11,-,15.66,September,2013,38.73666372,9.0249999
373,ADDIS   ABABA ,Kera,12,12,9,-,15.33,September,2013,38.75189,8.98395
374,ADDIS   ABABA ,Zenebe work,12.16,-,9,-,16,September,2013,38.7078,8.98711
375,ADDIS   ABABA ,Gergi,11.66,12,10,-,16,September,2013,38.80949,8.99538
376,ADDIS   ABABA ,Saris,11.49,11.83,8.66,-,16,September,2013,38.76341,8.95198
377,ADDIS   ABABA ,Kotebe,11.32,11.53,8.32,-,15,September,2013,38.83985,9.03713
378,ADDIS   ABABA ,Ferensay Legasion,12.49,12.99,9.65,-,16,September,2013,38.77373,9.05919
379,ADDIS   ABABA ,Shola (yeka),12.32,13,9.32,-,15.33,September,2013,38.79539,9.02504
380,ADDIS   ABABA ,Asko,12,12,9.32,-,16,September,2013,38.692267,9.065301
381,ADDIS   ABABA ,Addisu-Gebeya,11,11,8,-,16,September,2013,38.73727,9.05959
382,ADDIS   ABABA ,Efoyita Gebeya,12,12,8.65,-,16,September,2013,NA,NA
383,ADDIS   ABABA ,Akaki,12.16,13,8,-,16,September,2013,38.789162,8.895831
384,ADDIS   ABABA ,Addis Ababa Average,11.9,11.91,9.04,-,15.77,September,2013,NA,NA
385,TIGRAY,"Enda Silase	",6.92,10.26,-,-,19.31,October,2013,38.27211005,14.08944251
386,TIGRAY,Endabaguna,-,8.65,7.97,-,19.31,October,2013,38.19317204,13.97860867
387,TIGRAY,"	Adwa",6.27,-,6.1,-,18.64,October,2013,38.88818805,14.14845458
388,TIGRAY,"	Axum",10.17,10.13,-,-,18,October,2013,38.71879888,14.11130791
389,TIGRAY,"	Adigrat",-,-,-,-,17.66,October,2013,39.46033457,14.26667752
390,TIGRAY,"	Wukiro",-,9.65,-,-,18,October,2013,39.599747,13.796083
391,TIGRAY, Maichew,10.31,11.18,-,-,18,October,2013,39.541533,12.78792086
392,TIGRAY,"	Mekelle",10.5,10,-,12,17.33,October,2013,39.47221911,13.48719005
393,TIGRAY,"	Tigray Average	",8.63,9.95,6.97,12,18.27,October,2013,NA,NA
394,AFAR,Ayisaeta,12,-,-,-,16,October,2013,41.43333,11.56667
395,AFAR, Dubti ,11.66,12,-,14,16,October,2013,41.082,11.73292
396,AFAR, Melka Werers,14.16,12.83,11.32,-,15.33,October,2013,40.18154914,9.340880502
397,AFAR, AwashSabat Killo ,11.16,12.49,-,-,16.66,October,2013,8.983333333,40.16666667
398,AFAR,Afar Average,12.19,12.44,11.32,14,15.99,October,2013,NA,NA
399,AMHARA,Chuahit ,9.73,9.5,9.5,-,18,October,2013,39.311961,10.643157
400,AMHARA,Gondar ,10.16,9.72,9.5,-,17,October,2013,37.46149667,12.59878688
401,AMHARA,Esete,-,-,-,-,17.66,October,2013,37.88657423,10.92298692
402,AMHARA,Debre-Tabor    ,-,10.64,-,-,17.66,October,2013,38.00833967,11.84769551
403,AMHARA,Kobo,10.27,12.33,8.45,-,18,October,2013,39.63127424,12.16406542
404,AMHARA,Weldiya     ,11.11,13.25,11.7,-,17.66,October,2013,39.6014117,11.82360232
405,AMHARA,Kombolcha,11.93,11.45,9.16,-,17,October,2013,39.73724188,11.07807805
406,AMHARA,Dessie,13.97,11.93,9.18,-,17,October,2013,39.63548793,11.11703902
407,AMHARA,Shewa- Robit  ,12.17,10.54,-,-,16,October,2013,39.90269733,10.00580856
408,AMHARA,Debre-Birhan,12,12,8,-,16,October,2013,39.52890047,9.67650294
409,AMHARA,Mota ,-,11.57,10.45,-,18,October,2013,37.8807432,11.07475582
410,AMHARA,Debre- markos,-,-,-,-,16,October,2013,37.72636868,10.33641293
411,AMHARA,Dembecha,-,-,-,-,17,October,2013,37.48251554,10.56669266
412,AMHARA,Bahir-Dar,-,12,-,-,17,October,2013,37.3815488,11.58416449
413,AMHARA,Sekota,10.15,9.71,8.76,-,18.98,October,2013,39.03355257,12.62479803
414,AMHARA,Amde work,-,8.19,8.23,-,18,October,2013,38.85815043,12.45920199
415,AMHARA,Danigla,-,8.37,-,-,17.66,October,2013,36.83153176,11.25223153
416,AMHARA,Chagni ,-,-,-,-,16,October,2013,36.50793596,10.95196565
417,AMHARA,Kemise ,13.39,10.24,-,-,16.33,October,2013,39.85696873,10.71374234
418,AMHARA,Bati ,11.29,12.67,-,-,15.83,October,2013,40.0181327,11.19153266
419,AMHARA,Amhara Average,11.4,10.78,9.24,-,17.12,October,2013,NA,NA
420,OROMIYA,Ghimbi,-,8.33,-,-,17,October,2013,35.83291974,9.163103789
421,OROMIYA,Dembi-Dolo,-,6,6,-,17.66,October,2013,34.79748694,8.530219501
422,OROMIYA,Shambu,-,-,-,-,16,October,2013,37.09431432,9.569809208
423,OROMIYA,Nekemte,-,8,8,-,17,October,2013,36.54851971,9.09042469
424,OROMIYA,Bedele,-,7.83,5,-,17.33,October,2013,36.36017384,8.454821965
425,OROMIYA,Metu,-,8.83,8.65,-,17.66,October,2013,35.58726864,8.300606827
426,OROMIYA,Jimma,-,12,7,-,16,October,2013,36.84385226,7.672338798
427,OROMIYA,Agaro,11.76,7.94,7.94,-,16,October,2013,36.58627683,7.848002731
428,OROMIYA,Ambo,-,12.42,9.01,-,15.66,October,2013,37.8446066,8.976806527
429,OROMIYA,Weliso,-,12.41,9.54,-,15.33,October,2013,37.97073066,8.534178897
430,OROMIYA,Ejere,-,11.64,10.92,-,18,October,2013,39.262249,8.78288
431,OROMIYA,Fiche,11.87,11.48,-,13.18,16,October,2013,38.73344116,9.791083661
432,OROMIYA,Nazareth,12,12,8,-,16.66,October,2013,39.26667,8.55
433,OROMIYA,Shashe-mene ,-,-,7,-,16,October,2013,38.6,7.2
434,OROMIYA,Diksise,-,-,-,-,16,October,2013,39.55824,8.059179
435,OROMIYA,Asella,-,-,-,-,16,October,2013,39.12972322,7.949589951
436,OROMIYA,Asebe-Teferi,-,10,10.49,-,15.33,October,2013,40.86708,9.08569
437,OROMIYA,Bedessa,-,10,9,-,15,October,2013,40.77378712,8.902011546
438,OROMIYA,Alemaya,-,-,9.83,-,15.66,October,2013,42.0166666,9.3999984
439,OROMIYA,Boreda,10,10,10,-,16,October,2013,41.278686,9.331067
440,OROMIYA,Adaba,-,-,-,-,16,October,2013,39.3890878,7.004454253
441,OROMIYA,Robe,-,-,-,-,18,October,2013,39.631104,7.860619
442,OROMIYA,Hagere-Mariam,-,-,-,-,16.98,October,2013,38.23603,5.63418
443,OROMIYA,Negele-Borena,-,5.61,-,-,17,October,2013,39.583331,5.333332
444,OROMIYA,Oromiya Average,11.38,9.39,8.25,13.18,16.41,October,2013,NA,NA
445,SOMALIE,Shinile,-,-,-,-,14.33,October,2013,41.844013,9.686515
446,SOMALIE,Arere,-,8.49,7.33,10,14,October,2013,37.6,8.51667
447,SOMALIE,Jigjiga,-,8.84,9.55,-,15.66,October,2013,42.792342,9.367259
448,SOMALIE,Hartshek,-,9.02,9.03,-,14,October,2013,43.3499986,9.1499994
449,SOMALIE,Dolo,8.41,8.78,7.01,-,18,October,2013,42.059257,4.179211
450,SOMALIE,Moyale,-,-,5,-,16,October,2013,39.056,3.527
451,SOMALIE,Somali Average,8.41,8.78,7.4,10,15.27,October,2013,NA,NA
452,BENISHANGUL - GUMUZ              ,Mambook,-,8,-,-,18,October,2013,NA,NA
453,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,16.33,October,2013,NA,NA
454,BENISHANGUL - GUMUZ              ,Asossa,-,8.66,8.25,-,18,October,2013,34.53730603,10.05784932
455,BENISHANGUL - GUMUZ              ,Bambasi,-,6.89,6.49,-,18,October,2013,34.73046863,9.751504664
456,BENISHANGUL - GUMUZ              ,Kemashi,-,7.12,7.07,-,17.33,October,2013,35.85916991,9.515450626
457,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,9.33,9.4,-,-,October,2013,35.77048443,9.640776618
458,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,7.95,7.72,-,17.52,October,2013,NA,NA
459,SNNP,Welikite,10.5,-,7.6,-,16,October,2013,37.77266735,8.27732366
460,SNNP,Butajira,-,13.22,6.7,-,15,October,2013,38.42140499,8.173264069
461,SNNP,Hosahna,-,-,6,-,17,October,2013,37.84747123,7.538579317
462,SNNP,Shone,-,-,-,-,17,October,2013,37.94869425,7.134857075
463,SNNP,Doyugena,-,-,7.32,-,16,October,2013,37.78333,7.33333
464,SNNP,Alaba,-,-,5.5,-,16,October,2013,38.086143,7.311546
465,SNNP,Awasa,10,-,8.65,-,16,October,2013,38.474819,7.058624
466,SNNP,Hagere-Selam   ,-,-,-,-,16,October,2013,38.51921184,6.513880636
467,SNNP,Dilla,-,-,-,-,16,October,2013,38.30745962,6.410516676
468,SNNP,Yirega-chefie ,-,-,-,-,16,October,2013,38.1988827,6.16095383
469,SNNP,Welayita sodo,-,-,5.5,-,16,October,2013,37.749997,6.8999964
470,SNNP,Bodite,-,-,-,-,15.66,October,2013,37.89064905,7.038034865
471,SNNP,Jinka,-,6.33,8.11,-,18,October,2013,36.56441614,5.78310286
472,SNNP,Dimeka,-,5.77,6.64,-,20,October,2013,36.45041198,4.892522922
473,SNNP,Masha,-,8,-,-,18,October,2013,35.47956686,7.741652627
474,SNNP,Tepi,-,7.14,6.83,-,17.66,October,2013,35.36770327,7.320015599
475,SNNP,Boniga,-,6.5,5.16,-,18,October,2013,36.24008346,7.388535704
476,SNNP,Chana,-,6,6,-,18,October,2013,36.11775846,6.226550231
477,SNNP,Arbam-minch,12,8,7,-,16,October,2013,37.5527474,6.024547891
478,SNNP,Sawla,-,5.17,5.91,-,16.98,October,2013,36.87437474,6.300226567
479,SNNP,Shewa-Bench,-,5,5,-,19.31,October,2013,35.166666,6.916663
480,SNNP,Mizan-Teferi ,-,7,7,-,18,October,2013,35.41120174,6.883477024
481,SNNP,Deri,6.14,-,-,-,16,October,2013,36.28577951,7.384839762
482,SNNP,Amaro-Kele ,-,-,6.07,-,16,October,2013,38.03333333,6.083333333
483,SNNP,Soyama,4.47,5,4.45,-,18,October,2013,37.88333333,5.7
484,SNNP,Karate,-,6.37,-,-,18.64,October,2013,37.48333333,5.25
485,SNNP,Gidola,8.69,-,-,-,16,October,2013,37.34772952,5.647078098
486,SNNP,Tercha,-,-,5.36,-,17,October,2013,37.175334,7.146295
487,SNNP,Besite-chere,-,-,6.42,-,16.49,October,2013,NA,NA
488,SNNP,Lasoka,-,-,-,-,20,October,2013,36.60777815,6.30774507
489,SNNP,Amaya,-,-,5.08,-,16,October,2013,36.68000727,7.105541206
490,SNNP,SNNPR AVERAGE,8.18,6.65,6.21,-,16.94,October,2013,NA,NA
491,GAMBELLA,Gambella,-,-,7,-,20,October,2013,34.58547076,8.249396585
492,GAMBELLA,Shebo-Kire,-,-,-,-,20,October,2013,NA,NA
493,GAMBELLA,Meti,-,7.03,6.56,-,14.83,October,2013,35.31666667,7.233333333
494,GAMBELLA,GAMBELLA-AVERAGE,-,7.03,6.78,-,18.1,October,2013,NA,NA
495,GAMBELLA,HARARI TOWN,-,11.15,9.02,-,15.83,October,2013,42.11815,9.31387
496,DIREDAWA,Dire Dawa,12,12,10,-,15,October,2013,41.86611,9.59306
497,DIREDAWA,Melka-Jebdu,-,11.49,10,13,15,October,2013,41.78365,9.61833
498,DIREDAWA,Dire Dawa Average,12,11.88,9.88,13,15.11,October,2013,NA,NA
499,DIREDAWA,Country level Average,10.78,9.53,7.88,12.35,16.68,October,2013,NA,NA
500,ADDIS   ABABA ,Merkato,12.66,-,-,-,15.33,October,2013,38.73666372,9.0249999
501,ADDIS   ABABA ,Kera,12.16,11.66,9,-,15,October,2013,38.75189,8.98395
502,ADDIS   ABABA ,Zenebe work,13,11,9.65,-,16,October,2013,38.7078,8.98711
503,ADDIS   ABABA ,Gergi,12.32,12,10,-,16,October,2013,38.80949,8.99538
504,ADDIS   ABABA ,Saris,11.83,11.83,9.5,-,16,October,2013,38.76341,8.95198
505,ADDIS   ABABA ,Kotebe,11.66,12.49,10,-,15,October,2013,38.83985,9.03713
506,ADDIS   ABABA ,Ferensay Legasion,12.75,12.25,9.65,-,16,October,2013,38.77373,9.05919
507,ADDIS   ABABA ,Shola (yeka),12,12,12,-,16,October,2013,38.79539,9.02504
508,ADDIS   ABABA ,Asko,12,11.49,9.65,-,16,October,2013,38.692267,9.065301
509,ADDIS   ABABA ,Addisu-Gebeya,11.83,11.83,8,-,16,October,2013,38.73727,9.05959
510,ADDIS   ABABA ,Efoyita Gebeya,12,12,10,-,16,October,2013,NA,NA
511,ADDIS   ABABA ,Akaki,12.16,12.83,10,-,15.66,October,2013,38.789162,8.895831
512,ADDIS   ABABA ,Addis Ababa Average,12.19,11.93,9.73,-,15.74,October,2013,NA,NA
513,TIGRAY,"Enda Silase	",6.95,-,-,-,18,November,2013,38.27211005,14.08944251
514,TIGRAY,Endabaguna,-,8.77,7.87,-,20,November,2013,38.19317204,13.97860867
515,TIGRAY,"	Adwa",6.7,-,6.6,-,20,November,2013,38.88818805,14.14845458
516,TIGRAY,"	Axum",6.9,10,-,-,18.64,November,2013,38.71879888,14.11130791
517,TIGRAY,"	Adigrat",-,-,-,-,18,November,2013,39.46033457,14.26667752
518,TIGRAY,"	Wukiro",-,-,-,-,18,November,2013,39.599747,13.796083
519,TIGRAY, Maichew,10.53,11.19,-,-,18,November,2013,39.541533,12.78792086
520,TIGRAY,"	Mekelle",11.5,10.9,-,-,17,November,2013,39.47221911,13.48719005
521,TIGRAY,"	Tigray Average	",8.28,10.17,7.21,-,18.43,November,2013,NA,NA
522,AFAR,Ayisaeta,-,10,-,-,14.98,November,2013,41.43333,11.56667
523,AFAR, Dubti ,13,13,-,-,16,November,2013,41.082,11.73292
524,AFAR, Melka Werers,-,12.49,11.32,-,15.66,November,2013,40.18154914,9.340880502
525,AFAR, AwashSabat Killo ,-,12.66,10,-,15.33,November,2013,8.983333333,40.16666667
526,AFAR,Afar Average,13,11.97,10.64,-,15.49,November,2013,NA,NA
527,AMHARA,Chuahit ,10.5,10.47,10.47,-,18,November,2013,39.311961,10.643157
528,AMHARA,Gondar ,11,10.5,10.33,-,17,November,2013,37.46149667,12.59878688
529,AMHARA,Esete,-,-,-,-,17.66,November,2013,37.88657423,10.92298692
530,AMHARA,Debre-Tabor    ,9.87,9.51,-,-,17.66,November,2013,38.00833967,11.84769551
531,AMHARA,Kobo,10.27,12.6,8.93,-,18.33,November,2013,39.63127424,12.16406542
532,AMHARA,Weldiya     ,12.17,14.04,12.26,-,17.33,November,2013,39.6014117,11.82360232
533,AMHARA,Kombolcha,11.73,10.93,9.36,-,17,November,2013,39.73724188,11.07807805
534,AMHARA,Dessie,12.05,12.25,10.43,-,16.66,November,2013,39.63548793,11.11703902
535,AMHARA,Shewa- Robit  ,11.06,7.71,-,-,16,November,2013,39.90269733,10.00580856
536,AMHARA,Debre-Birhan,11.83,11.83,8.83,-,16,November,2013,39.52890047,9.67650294
537,AMHARA,Mota ,12.77,11.35,11.2,-,18,November,2013,37.8807432,11.07475582
538,AMHARA,Debre- markos,-,-,-,-,16,November,2013,37.72636868,10.33641293
539,AMHARA,Dembecha,-,-,-,-,16,November,2013,37.48251554,10.56669266
540,AMHARA,Bahir-Dar,-,9,-,-,17,November,2013,37.3815488,11.58416449
541,AMHARA,Sekota,9.5,9.07,9.1,-,18.98,November,2013,39.03355257,12.62479803
542,AMHARA,Amde work,8.12,-,8.29,-,18,November,2013,38.85815043,12.45920199
543,AMHARA,Danigla,-,8.85,-,-,17.66,November,2013,36.83153176,11.25223153
544,AMHARA,Chagni ,-,9,-,-,16,November,2013,36.50793596,10.95196565
545,AMHARA,Kemise ,12.81,10.64,-,-,16,November,2013,39.85696873,10.71374234
546,AMHARA,Bati ,12.1,13.08,-,-,15.33,November,2013,40.0181327,11.19153266
547,AMHARA,Amhara Average,11.05,10.54,9.85,-,17,November,2013,NA,NA
548,OROMIYA,Ghimbi,-,10.53,8,-,17,November,2013,35.83291974,9.163103789
549,OROMIYA,Dembi-Dolo,-,6,6,-,18,November,2013,34.79748694,8.530219501
550,OROMIYA,Shambu,-,-,-,-,16,November,2013,37.09431432,9.569809208
551,OROMIYA,Nekemte,-,8,8,-,17,November,2013,36.54851971,9.09042469
552,OROMIYA,Bedele,-,7.93,4.93,-,17,November,2013,36.36017384,8.454821965
553,OROMIYA,Metu,-,8.16,7.32,-,17,November,2013,35.58726864,8.300606827
554,OROMIYA,Jimma,-,-,7,-,16,November,2013,36.84385226,7.672338798
555,OROMIYA,Agaro,10.59,8.24,8.24,-,16,November,2013,36.58627683,7.848002731
556,OROMIYA,Ambo,-,-,10.27,-,16,November,2013,37.8446066,8.976806527
557,OROMIYA,Weliso,-,12,9.11,-,16,November,2013,37.97073066,8.534178897
558,OROMIYA,Ejere,-,11.44,11.24,-,18,November,2013,39.262249,8.78288
559,OROMIYA,Fiche,11.96,12.18,-,12.4,16,November,2013,38.73344116,9.791083661
560,OROMIYA,Nazareth,11,11,8.65,-,15.98,November,2013,39.26667,8.55
561,OROMIYA,Shashe-mene ,-,-,6.16,-,16,November,2013,38.6,7.2
562,OROMIYA,Diksise,-,-,-,-,16,November,2013,39.55824,8.059179
563,OROMIYA,Asella,-,-,-,-,16,November,2013,39.12972322,7.949589951
564,OROMIYA,Asebe-Teferi,-,-,10,-,15,November,2013,40.86708,9.08569
565,OROMIYA,Bedessa,-,9.83,8.7,-,15,November,2013,40.77378712,8.902011546
566,OROMIYA,Alemaya,-,11.32,10,-,15.33,November,2013,42.0166666,9.3999984
567,OROMIYA,Boreda,10,10,10,-,16,November,2013,41.278686,9.331067
568,OROMIYA,Adaba,-,-,-,-,16,November,2013,39.3890878,7.004454253
569,OROMIYA,Robe,-,-,-,-,18,November,2013,39.631104,7.860619
570,OROMIYA,Hagere-Mariam,-,-,-,-,16.64,November,2013,38.23603,5.63418
571,OROMIYA,Negele-Borena,-,-,-,-,17,November,2013,39.583331,5.333332
572,OROMIYA,Oromiya Average,10.86,9.55,8.16,12.4,16.35,November,2013,NA,NA
573,SOMALIE,Shinile,-,11.66,10,-,14,November,2013,41.844013,9.686515
574,SOMALIE,Arere,-,9.32,8.33,10.97,14.16,November,2013,37.6,8.51667
575,SOMALIE,Jigjiga,-,9.77,8.92,-,15.66,November,2013,42.792342,9.367259
576,SOMALIE,Hartshek,-,8.74,9.03,10,13.66,November,2013,43.3499986,9.1499994
577,SOMALIE,Dolo,8.49,8.83,8.66,-,18.64,November,2013,42.059257,4.179211
578,SOMALIE,Moyale,-,-,5,-,16,November,2013,39.056,3.527
579,SOMALIE,Somali Average,8.49,9.61,8.14,10.47,15.26,November,2013,NA,NA
580,BENISHANGUL - GUMUZ              ,Mambook,-,8,-,-,18,November,2013,NA,NA
581,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,16.33,November,2013,NA,NA
582,BENISHANGUL - GUMUZ              ,Asossa,-,9.33,9.1,-,17.66,November,2013,34.53730603,10.05784932
583,BENISHANGUL - GUMUZ              ,Bambasi,-,7.23,7.1,-,18.64,November,2013,34.73046863,9.751504664
584,BENISHANGUL - GUMUZ              ,Kemashi,-,7.89,7.49,-,17.66,November,2013,35.85916991,9.515450626
585,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,10.25,9.64,-,-,November,2013,35.77048443,9.640776618
586,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,8.47,8.26,-,17.64,November,2013,NA,NA
587,SNNP,Welikite,11,-,8.4,-,16,November,2013,37.77266735,8.27732366
588,SNNP,Butajira,-,13.7,7.46,-,15,November,2013,38.42140499,8.173264069
589,SNNP,Hosahna,-,-,6,-,18,November,2013,37.84747123,7.538579317
590,SNNP,Shone,-,-,-,-,17,November,2013,37.94869425,7.134857075
591,SNNP,Doyugena,-,-,7.23,-,16,November,2013,37.78333,7.33333
592,SNNP,Alaba,-,-,-,-,16,November,2013,38.086143,7.311546
593,SNNP,Awasa,-,-,8.32,-,16,November,2013,38.474819,7.058624
594,SNNP,Hagere-Selam   ,-,-,-,-,16,November,2013,38.51921184,6.513880636
595,SNNP,Dilla,-,-,7.5,-,15.66,November,2013,38.30745962,6.410516676
596,SNNP,Yirega-chefie ,-,-,-,-,16,November,2013,38.1988827,6.16095383
